SPP Hourly Day-Ahead Locational Marginal Prices ($/megawatt) for Hubs
Hourly day-ahead locational marginal prices for SPP
Source: EIA collected from SPP
UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,North Hub LMP,South Hub LMP,North Hub (Congestion),South Hub (Congestion),North Hub (Energy),South Hub (Energy),North Hub (Loss),South Hub (Loss)
2022-01-01 07:00:00,2022-01-01 00:00:00,2022-01-01 01:00:00,2022-01-01,1,23.5826,18.6874,-0.1132,-5.0732,24.1721,24.172,-0.4763,-0.4114
2022-01-01 08:00:00,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01,2,24.5917,19.3079,0.0129,-5.4674,25.1767,25.1768,-0.5979,-0.4015
2022-01-01 09:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01,3,21.2729,13.7726,1.0988,-6.6501,20.7045,20.7044,-0.5304,-0.2817
2022-01-01 10:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01,4,22.5397,15.642,1.1438,-5.9879,21.9046,21.9045,-0.5087,-0.2746
2022-01-01 11:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01,5,23.4163,18.9477,0.1407,-4.5836,23.8242,23.8241,-0.5486,-0.2928
2022-01-01 12:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01,6,25.4367,23.224,-0.6044,-2.9745,26.5014,26.5015,-0.4603,-0.303
2022-01-01 13:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01,7,26.0686,23.335,-0.4759,-2.8664,26.7671,26.7671,-0.2226,-0.5657
2022-01-01 14:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00,2022-01-01,8,30.6599,22.9276,1.4964,-5.4196,29.2028,29.2027,-0.0393,-0.8555
2022-01-01 15:00:00,2022-01-01 08:00:00,2022-01-01 09:00:00,2022-01-01,9,32.089,25.0537,-0.1376,-6.2579,32.203,32.2031,0.0236,-0.8915
2022-01-01 16:00:00,2022-01-01 09:00:00,2022-01-01 10:00:00,2022-01-01,10,41.7434,23.9824,6.3041,-10.0709,35.1416,35.1416,0.2977,-1.0883
2022-01-01 17:00:00,2022-01-01 10:00:00,2022-01-01 11:00:00,2022-01-01,11,41.8485,28.1789,4.6145,-7.5229,36.913,36.9128,0.321,-1.211
2022-01-01 18:00:00,2022-01-01 11:00:00,2022-01-01 12:00:00,2022-01-01,12,36.8066,29.5632,-0.3124,-6.4099,37.0607,37.0605,0.0583,-1.0874
2022-01-01 19:00:00,2022-01-01 12:00:00,2022-01-01 13:00:00,2022-01-01,13,37.588,29.3041,-0.5634,-8.1076,38.4016,38.4016,-0.2502,-0.9899
2022-01-01 20:00:00,2022-01-01 13:00:00,2022-01-01 14:00:00,2022-01-01,14,31.4268,26.0,-1.7444,-7.0404,33.7304,33.7304,-0.5592,-0.69
2022-01-01 21:00:00,2022-01-01 14:00:00,2022-01-01 15:00:00,2022-01-01,15,29.7768,25.0471,-2.2514,-6.8927,32.6185,32.6186,-0.5903,-0.6788
2022-01-01 22:00:00,2022-01-01 15:00:00,2022-01-01 16:00:00,2022-01-01,16,32.1826,27.6192,-1.9769,-6.2442,34.6786,34.6786,-0.5191,-0.8152
2022-01-01 23:00:00,2022-01-01 16:00:00,2022-01-01 17:00:00,2022-01-01,17,32.3114,32.5512,-2.5961,-1.6259,35.0671,35.0672,-0.1596,-0.8901
2022-01-02 00:00:00,2022-01-01 17:00:00,2022-01-01 18:00:00,2022-01-01,18,45.027,41.3891,-2.303,-4.3719,47.1932,47.1932,0.1368,-1.4322
2022-01-02 01:00:00,2022-01-01 18:00:00,2022-01-01 19:00:00,2022-01-01,19,40.2945,38.7652,-3.5331,-3.6036,43.6452,43.6453,0.1824,-1.2765
2022-01-02 02:00:00,2022-01-01 19:00:00,2022-01-01 20:00:00,2022-01-01,20,43.0528,39.6273,-2.2908,-4.0179,44.9592,44.9591,0.3844,-1.3139
2022-01-02 03:00:00,2022-01-01 20:00:00,2022-01-01 21:00:00,2022-01-01,21,44.0446,37.8197,0.4386,-3.8169,43.0741,43.0742,0.5319,-1.4376
2022-01-02 04:00:00,2022-01-01 21:00:00,2022-01-01 22:00:00,2022-01-01,22,43.2573,37.131,0.7097,-3.5211,42.0854,42.0854,0.4622,-1.4333
2022-01-02 05:00:00,2022-01-01 22:00:00,2022-01-01 23:00:00,2022-01-01,23,40.8023,33.6877,2.6636,-2.898,37.8865,37.8865,0.2522,-1.3008
2022-01-02 06:00:00,2022-01-01 23:00:00,2022-01-02 00:00:00,2022-01-01,24,38.0395,32.666,2.0881,-2.228,36.0041,36.0041,-0.0527,-1.1101
2022-01-02 07:00:00,2022-01-02 00:00:00,2022-01-02 01:00:00,2022-01-02,1,35.0617,22.4641,5.1655,-5.848,29.4551,29.4551,0.4411,-1.143
2022-01-02 08:00:00,2022-01-02 01:00:00,2022-01-02 02:00:00,2022-01-02,2,39.2,25.0989,6.9274,-5.6562,31.8969,31.8969,0.3757,-1.1418
2022-01-02 09:00:00,2022-01-02 02:00:00,2022-01-02 03:00:00,2022-01-02,3,40.2886,26.0569,7.3567,-5.7023,32.745,32.7449,0.1869,-0.9857
2022-01-02 10:00:00,2022-01-02 03:00:00,2022-01-02 04:00:00,2022-01-02,4,39.8,27.7796,6.1732,-5.0265,33.6193,33.6193,0.0075,-0.8132
2022-01-02 11:00:00,2022-01-02 04:00:00,2022-01-02 05:00:00,2022-01-02,5,38.5519,30.045,4.063,-3.8032,34.6082,34.6083,-0.1193,-0.7601
2022-01-02 12:00:00,2022-01-02 05:00:00,2022-01-02 06:00:00,2022-01-02,6,36.2788,34.7201,-0.9218,-2.2715,37.5788,37.5787,-0.3782,-0.5871
2022-01-02 13:00:00,2022-01-02 06:00:00,2022-01-02 07:00:00,2022-01-02,7,40.0318,40.7483,-0.9043,-0.9778,41.8072,41.8072,-0.8711,-0.0811
2022-01-02 14:00:00,2022-01-02 07:00:00,2022-01-02 08:00:00,2022-01-02,8,46.6319,48.5318,-1.1761,-0.7552,49.0183,49.0184,-1.2103,0.2686
2022-01-02 15:00:00,2022-01-02 08:00:00,2022-01-02 09:00:00,2022-01-02,9,50.7451,53.5291,-1.3545,-0.5297,53.4052,53.4052,-1.3056,0.6536
2022-01-02 16:00:00,2022-01-02 09:00:00,2022-01-02 10:00:00,2022-01-02,10,63.7969,65.0763,-0.4752,-0.2511,65.2082,65.2082,-0.9361,0.1192
2022-01-02 17:00:00,2022-01-02 10:00:00,2022-01-02 11:00:00,2022-01-02,11,73.47,74.8275,0.0121,-0.1098,74.6755,74.6756,-1.2176,0.2617
2022-01-02 18:00:00,2022-01-02 11:00:00,2022-01-02 12:00:00,2022-01-02,12,60.9818,62.1559,-0.1285,-0.2169,62.133,62.1331,-1.0227,0.2397
2022-01-02 19:00:00,2022-01-02 12:00:00,2022-01-02 13:00:00,2022-01-02,13,55.8597,57.6353,0.0156,0.4892,56.8431,56.8432,-0.999,0.3029
2022-01-02 20:00:00,2022-01-02 13:00:00,2022-01-02 14:00:00,2022-01-02,14,49.9972,53.1699,0.1261,2.2278,50.6947,50.6947,-0.8236,0.2474
2022-01-02 21:00:00,2022-01-02 14:00:00,2022-01-02 15:00:00,2022-01-02,15,44.6892,47.7824,-0.804,1.0467,46.2842,46.2841,-0.791,0.4516
2022-01-02 22:00:00,2022-01-02 15:00:00,2022-01-02 16:00:00,2022-01-02,16,42.4683,44.8991,-0.8356,0.2065,44.2073,44.2073,-0.9034,0.4853
2022-01-02 23:00:00,2022-01-02 16:00:00,2022-01-02 17:00:00,2022-01-02,17,52.5094,59.4444,-1.1159,4.1166,54.6039,54.6039,-0.9786,0.7239
2022-01-03 00:00:00,2022-01-02 17:00:00,2022-01-02 18:00:00,2022-01-02,18,68.246,79.9836,-3.2951,5.9742,72.889,72.889,-1.3479,1.1204
2022-01-03 01:00:00,2022-01-02 18:00:00,2022-01-02 19:00:00,2022-01-02,19,49.6353,64.7153,-7.8647,4.5881,59.0349,59.0349,-1.5349,1.0923
2022-01-03 02:00:00,2022-01-02 19:00:00,2022-01-02 20:00:00,2022-01-02,20,41.0453,58.5145,-11.0483,3.6428,53.8022,53.8022,-1.7086,1.0695
2022-01-03 03:00:00,2022-01-02 20:00:00,2022-01-02 21:00:00,2022-01-02,21,38.9452,47.4087,-5.1466,0.4798,45.7566,45.7566,-1.6648,1.1723
2022-01-03 04:00:00,2022-01-02 21:00:00,2022-01-02 22:00:00,2022-01-02,22,33.7368,45.265,-6.62,2.4434,41.9456,41.9457,-1.5888,0.8759
2022-01-03 05:00:00,2022-01-02 22:00:00,2022-01-02 23:00:00,2022-01-02,23,28.4114,47.3335,-7.1593,9.203,37.1848,37.1847,-1.6141,0.9458
2022-01-03 06:00:00,2022-01-02 23:00:00,2022-01-03 00:00:00,2022-01-02,24,25.7607,34.8462,-4.6119,2.2552,31.7896,31.7895,-1.417,0.8015
2022-01-03 07:00:00,2022-01-03 00:00:00,2022-01-03 01:00:00,2022-01-03,1,31.9224,32.8448,-1.1957,-0.7676,33.4338,33.4337,-0.3157,0.1787
2022-01-03 08:00:00,2022-01-03 01:00:00,2022-01-03 02:00:00,2022-01-03,2,29.3915,30.0765,-1.7738,-1.417,31.3862,31.3862,-0.2209,0.1073
2022-01-03 09:00:00,2022-01-03 02:00:00,2022-01-03 03:00:00,2022-01-03,3,29.6552,29.9728,-1.7716,-1.563,31.5345,31.5346,-0.1077,0.0012
2022-01-03 10:00:00,2022-01-03 03:00:00,2022-01-03 04:00:00,2022-01-03,4,33.6764,34.0605,-1.7378,-1.5336,35.5616,35.5617,-0.1474,0.0324
2022-01-03 11:00:00,2022-01-03 04:00:00,2022-01-03 05:00:00,2022-01-03,5,38.1473,38.6962,-2.1835,-1.9623,40.5669,40.5669,-0.2361,0.0916
2022-01-03 12:00:00,2022-01-03 05:00:00,2022-01-03 06:00:00,2022-01-03,6,40.9123,41.6404,-1.9813,-1.7131,43.3183,43.3183,-0.4247,0.0352
2022-01-03 13:00:00,2022-01-03 06:00:00,2022-01-03 07:00:00,2022-01-03,7,50.2163,48.5915,-2.3426,-4.7653,53.1655,53.1655,-0.6066,0.1913
2022-01-03 14:00:00,2022-01-03 07:00:00,2022-01-03 08:00:00,2022-01-03,8,47.7362,48.9097,-3.2458,-2.3288,51.3118,51.3118,-0.3298,-0.0733
2022-01-03 15:00:00,2022-01-03 08:00:00,2022-01-03 09:00:00,2022-01-03,9,39.9162,34.7177,-4.1758,-9.413,44.4449,44.4449,-0.3529,-0.3142
2022-01-03 16:00:00,2022-01-03 09:00:00,2022-01-03 10:00:00,2022-01-03,10,41.2423,40.2977,-3.8891,-4.9649,45.4674,45.4673,-0.336,-0.2047
2022-01-03 17:00:00,2022-01-03 10:00:00,2022-01-03 11:00:00,2022-01-03,11,53.8534,53.2714,-2.2961,-2.8711,56.5118,56.5118,-0.3623,-0.3693
2022-01-03 18:00:00,2022-01-03 11:00:00,2022-01-03 12:00:00,2022-01-03,12,42.5633,40.6107,-1.4751,-3.1987,44.1324,44.1324,-0.094,-0.323
2022-01-03 19:00:00,2022-01-03 12:00:00,2022-01-03 13:00:00,2022-01-03,13,33.0644,32.1349,-1.9391,-2.2386,34.8368,34.8368,0.1667,-0.4633
2022-01-03 20:00:00,2022-01-03 13:00:00,2022-01-03 14:00:00,2022-01-03,14,28.1924,28.079,-1.9206,-1.6319,30.159,30.1591,-0.046,-0.4482
2022-01-03 21:00:00,2022-01-03 14:00:00,2022-01-03 15:00:00,2022-01-03,15,24.0632,27.9319,-1.8962,2.5112,25.9501,25.9501,0.0093,-0.5294
2022-01-03 22:00:00,2022-01-03 15:00:00,2022-01-03 16:00:00,2022-01-03,16,20.4348,27.1187,-2.1228,4.9309,22.6471,22.647,-0.0895,-0.4592
2022-01-03 23:00:00,2022-01-03 16:00:00,2022-01-03 17:00:00,2022-01-03,17,21.5092,23.5558,0.847,2.8603,20.9764,20.9765,-0.3142,-0.281
2022-01-04 00:00:00,2022-01-03 17:00:00,2022-01-03 18:00:00,2022-01-03,18,25.2907,25.2449,0.3296,0.0451,25.4414,25.4414,-0.4803,-0.2416
2022-01-04 01:00:00,2022-01-03 18:00:00,2022-01-03 19:00:00,2022-01-03,19,20.7885,25.214,-3.0455,0.7516,24.5275,24.5275,-0.6935,-0.0651
2022-01-04 02:00:00,2022-01-03 19:00:00,2022-01-03 20:00:00,2022-01-03,20,21.4065,23.0823,-3.0312,-2.3528,25.4074,25.4075,-0.9697,0.0276
2022-01-04 03:00:00,2022-01-03 20:00:00,2022-01-03 21:00:00,2022-01-03,21,17.0852,22.8824,-5.0357,-0.5195,23.2577,23.2575,-1.1368,0.1444
2022-01-04 04:00:00,2022-01-03 21:00:00,2022-01-03 22:00:00,2022-01-03,22,13.5446,21.0469,-5.0114,1.1358,19.7123,19.7122,-1.1563,0.1989
2022-01-04 05:00:00,2022-01-03 22:00:00,2022-01-03 23:00:00,2022-01-03,23,11.1092,15.9355,-5.0031,-1.4372,17.2481,17.248,-1.1358,0.1247
2022-01-04 06:00:00,2022-01-03 23:00:00,2022-01-04 00:00:00,2022-01-03,24,6.6569,12.9382,-4.732,0.4419,12.2563,12.2563,-0.8674,0.24
2022-01-04 07:00:00,2022-01-04 00:00:00,2022-01-04 01:00:00,2022-01-04,1,3.26,7.3068,-7.3047,-4.4207,11.3094,11.3094,-0.7447,0.4181
2022-01-04 08:00:00,2022-01-04 01:00:00,2022-01-04 02:00:00,2022-01-04,2,3.2763,7.8067,-7.7494,-4.4861,11.8319,11.8319,-0.8062,0.4609
2022-01-04 09:00:00,2022-01-04 02:00:00,2022-01-04 03:00:00,2022-01-04,3,3.39,6.31,-7.9878,-6.3495,12.1958,12.1958,-0.818,0.4637
2022-01-04 10:00:00,2022-01-04 03:00:00,2022-01-04 04:00:00,2022-01-04,4,3.7281,8.6897,-8.1655,-4.4991,12.713,12.713,-0.8194,0.4758
2022-01-04 11:00:00,2022-01-04 04:00:00,2022-01-04 05:00:00,2022-01-04,5,6.2884,12.4885,-7.8259,-3.1715,15.0906,15.0906,-0.9763,0.5694
2022-01-04 12:00:00,2022-01-04 05:00:00,2022-01-04 06:00:00,2022-01-04,6,15.33,17.3704,-5.8756,-5.7896,22.4262,22.4263,-1.2206,0.7337
2022-01-04 13:00:00,2022-01-04 06:00:00,2022-01-04 07:00:00,2022-01-04,7,24.6896,24.8417,-4.236,-6.5427,30.4382,30.4381,-1.5126,0.9463
2022-01-04 14:00:00,2022-01-04 07:00:00,2022-01-04 08:00:00,2022-01-04,8,28.2644,31.4898,-6.1708,-5.2473,35.9105,35.9106,-1.4753,0.8265
2022-01-04 15:00:00,2022-01-04 08:00:00,2022-01-04 09:00:00,2022-01-04,9,26.1501,56.3368,-8.1606,19.9207,35.7293,35.7292,-1.4186,0.6869
2022-01-04 16:00:00,2022-01-04 09:00:00,2022-01-04 10:00:00,2022-01-04,10,25.3723,34.7133,-4.6645,2.7556,31.2067,31.2066,-1.1699,0.7511
2022-01-04 17:00:00,2022-01-04 10:00:00,2022-01-04 11:00:00,2022-01-04,11,23.3695,39.6891,-5.1,9.5651,29.3965,29.3965,-0.927,0.7275
2022-01-04 18:00:00,2022-01-04 11:00:00,2022-01-04 12:00:00,2022-01-04,12,17.7454,20.2944,-2.2681,-0.8838,20.6295,20.6294,-0.616,0.5488
2022-01-04 19:00:00,2022-01-04 12:00:00,2022-01-04 13:00:00,2022-01-04,13,15.0365,21.5472,-2.3794,2.9373,18.0637,18.0636,-0.6478,0.5463
2022-01-04 20:00:00,2022-01-04 13:00:00,2022-01-04 14:00:00,2022-01-04,14,15.4846,17.4632,-2.0118,-1.42,18.2778,18.2779,-0.7814,0.6053
2022-01-04 21:00:00,2022-01-04 14:00:00,2022-01-04 15:00:00,2022-01-04,15,15.4686,21.8704,-4.3074,0.2354,20.8921,20.8922,-1.1161,0.7428
2022-01-04 22:00:00,2022-01-04 15:00:00,2022-01-04 16:00:00,2022-01-04,16,15.6932,24.0894,-5.022,1.2983,21.9754,21.9753,-1.2602,0.8158
2022-01-04 23:00:00,2022-01-04 16:00:00,2022-01-04 17:00:00,2022-01-04,17,20.0106,31.4602,-6.0288,2.5074,27.6993,27.6994,-1.6599,1.2534
2022-01-05 00:00:00,2022-01-04 17:00:00,2022-01-04 18:00:00,2022-01-04,18,23.1711,40.9174,-9.5408,4.6732,34.6925,34.6926,-1.9806,1.5516
2022-01-05 01:00:00,2022-01-04 18:00:00,2022-01-04 19:00:00,2022-01-04,19,17.762,38.6798,-11.591,6.0341,31.1608,31.1608,-1.8078,1.4849
2022-01-05 02:00:00,2022-01-04 19:00:00,2022-01-04 20:00:00,2022-01-04,20,15.7351,35.82,-11.9075,4.9142,29.5098,29.5097,-1.8672,1.3961
2022-01-05 03:00:00,2022-01-04 20:00:00,2022-01-04 21:00:00,2022-01-04,21,11.1479,37.3199,-14.3491,8.9193,27.2087,27.2088,-1.7117,1.1918
2022-01-05 04:00:00,2022-01-04 21:00:00,2022-01-04 22:00:00,2022-01-04,22,7.9012,26.667,-13.3337,3.1845,22.606,22.6059,-1.3711,0.8766
2022-01-05 05:00:00,2022-01-04 22:00:00,2022-01-04 23:00:00,2022-01-04,23,1.759,12.96,-14.7944,-5.1188,17.5372,17.5374,-0.9838,0.5414
2022-01-05 06:00:00,2022-01-04 23:00:00,2022-01-05 00:00:00,2022-01-04,24,-2.1385,2.7035,-12.2744,-8.2611,10.7049,10.7049,-0.569,0.2597
2022-01-05 07:00:00,2022-01-05 00:00:00,2022-01-05 01:00:00,2022-01-05,1,-1.4868,2.8882,-10.3899,-6.7064,9.4377,9.4377,-0.5346,0.1569
2022-01-05 08:00:00,2022-01-05 01:00:00,2022-01-05 02:00:00,2022-01-05,2,-2.8243,-0.568,-9.7471,-7.9791,7.3212,7.3212,-0.3984,0.0899
2022-01-05 09:00:00,2022-01-05 02:00:00,2022-01-05 03:00:00,2022-01-05,3,-1.2011,3.6788,-11.755,-7.598,11.1484,11.1484,-0.5945,0.1284
2022-01-05 10:00:00,2022-01-05 03:00:00,2022-01-05 04:00:00,2022-01-05,4,-0.1117,5.0471,-11.2083,-6.7672,11.7023,11.7023,-0.6057,0.112
2022-01-05 11:00:00,2022-01-05 04:00:00,2022-01-05 05:00:00,2022-01-05,5,10.028,23.4936,-11.2692,0.9166,22.4056,22.4056,-1.1084,0.1714
2022-01-05 12:00:00,2022-01-05 05:00:00,2022-01-05 06:00:00,2022-01-05,6,19.2766,32.2482,-10.6487,0.7339,31.3762,31.3762,-1.4509,0.1381
2022-01-05 13:00:00,2022-01-05 06:00:00,2022-01-05 07:00:00,2022-01-05,7,25.6614,36.5281,-8.9204,0.5952,36.0119,36.0118,-1.4301,-0.0789
2022-01-05 14:00:00,2022-01-05 07:00:00,2022-01-05 08:00:00,2022-01-05,8,30.9945,41.4863,-8.9728,0.1901,41.3934,41.3934,-1.4261,-0.0972
2022-01-05 15:00:00,2022-01-05 08:00:00,2022-01-05 09:00:00,2022-01-05,9,32.8289,41.3409,-7.2102,-0.0941,41.3885,41.3885,-1.3494,0.0465
2022-01-05 16:00:00,2022-01-05 09:00:00,2022-01-05 10:00:00,2022-01-05,10,36.8723,46.1188,-7.1508,0.6701,45.2748,45.2748,-1.2517,0.1739
2022-01-05 17:00:00,2022-01-05 10:00:00,2022-01-05 11:00:00,2022-01-05,11,38.759,47.2103,-6.037,0.9589,46.0019,46.0018,-1.2059,0.2496
2022-01-05 18:00:00,2022-01-05 11:00:00,2022-01-05 12:00:00,2022-01-05,12,34.7259,44.397,-7.0293,1.2903,42.872,42.872,-1.1168,0.2347
2022-01-05 19:00:00,2022-01-05 12:00:00,2022-01-05 13:00:00,2022-01-05,13,32.8698,41.5948,-6.1219,1.3902,39.9771,39.9771,-0.9854,0.2275
2022-01-05 20:00:00,2022-01-05 13:00:00,2022-01-05 14:00:00,2022-01-05,14,30.0839,38.3962,-5.9796,0.9724,37.0572,37.0572,-0.9937,0.3666
2022-01-05 21:00:00,2022-01-05 14:00:00,2022-01-05 15:00:00,2022-01-05,15,26.7318,33.8277,-5.2731,0.6116,32.876,32.876,-0.8711,0.3401
2022-01-05 22:00:00,2022-01-05 15:00:00,2022-01-05 16:00:00,2022-01-05,16,24.8909,32.9742,-6.0276,0.782,31.8076,31.8076,-0.8891,0.3846
2022-01-05 23:00:00,2022-01-05 16:00:00,2022-01-05 17:00:00,2022-01-05,17,29.4035,36.1792,-4.9563,0.3989,35.3037,35.3037,-0.9439,0.4766
2022-01-06 00:00:00,2022-01-05 17:00:00,2022-01-05 18:00:00,2022-01-05,18,36.2048,50.3108,-7.759,4.8332,45.0869,45.0868,-1.1231,0.3908
2022-01-06 01:00:00,2022-01-05 18:00:00,2022-01-05 19:00:00,2022-01-05,19,31.7819,41.4089,-6.6083,1.9493,39.3339,39.3339,-0.9437,0.1257
2022-01-06 02:00:00,2022-01-05 19:00:00,2022-01-05 20:00:00,2022-01-05,20,23.3501,37.7168,-14.5707,-1.1997,38.9322,38.9322,-1.0114,-0.0157
2022-01-06 03:00:00,2022-01-05 20:00:00,2022-01-05 21:00:00,2022-01-05,21,22.8416,36.6611,-9.925,2.936,33.6712,33.6712,-0.9046,0.0539
2022-01-06 04:00:00,2022-01-05 21:00:00,2022-01-05 22:00:00,2022-01-05,22,19.3512,28.7108,-9.843,-1.471,30.165,30.165,-0.9708,0.0168
2022-01-06 05:00:00,2022-01-05 22:00:00,2022-01-05 23:00:00,2022-01-05,23,13.2087,15.7739,-9.7635,-8.0243,23.831,23.831,-0.8588,-0.0328
2022-01-06 06:00:00,2022-01-05 23:00:00,2022-01-06 00:00:00,2022-01-05,24,11.7593,6.9882,-8.4633,-13.9715,21.037,21.037,-0.8144,-0.0773
2022-01-06 07:00:00,2022-01-06 00:00:00,2022-01-06 01:00:00,2022-01-06,1,15.7516,8.8734,-0.6336,-7.9915,16.9295,16.9295,-0.5443,-0.0646
2022-01-06 08:00:00,2022-01-06 01:00:00,2022-01-06 02:00:00,2022-01-06,2,16.563,9.1076,-0.134,-8.059,17.2602,17.2601,-0.5632,-0.0935
2022-01-06 09:00:00,2022-01-06 02:00:00,2022-01-06 03:00:00,2022-01-06,3,14.6878,4.3774,0.3093,-10.4161,14.8684,14.8683,-0.4899,-0.0748
2022-01-06 10:00:00,2022-01-06 03:00:00,2022-01-06 04:00:00,2022-01-06,4,14.7199,4.5213,0.5309,-9.7499,14.5368,14.5368,-0.3478,-0.2656
2022-01-06 11:00:00,2022-01-06 04:00:00,2022-01-06 05:00:00,2022-01-06,5,20.3429,11.7401,-0.5589,-8.9062,21.2137,21.2138,-0.3119,-0.5675
2022-01-06 12:00:00,2022-01-06 05:00:00,2022-01-06 06:00:00,2022-01-06,6,34.2141,21.7365,4.4368,-7.4378,29.9851,29.985,-0.2078,-0.8107
2022-01-06 13:00:00,2022-01-06 06:00:00,2022-01-06 07:00:00,2022-01-06,7,62.5204,35.007,16.6695,-9.2721,45.7275,45.7275,0.1234,-1.4484
2022-01-06 14:00:00,2022-01-06 07:00:00,2022-01-06 08:00:00,2022-01-06,8,74.845,38.24,21.1817,-12.3965,52.8248,52.8247,0.8385,-2.1882
2022-01-06 15:00:00,2022-01-06 08:00:00,2022-01-06 09:00:00,2022-01-06,9,81.6466,38.7099,25.7461,-14.1366,54.7354,54.7354,1.1651,-1.8889
2022-01-06 16:00:00,2022-01-06 09:00:00,2022-01-06 10:00:00,2022-01-06,10,78.879,47.1717,17.75,-10.1959,59.4147,59.4147,1.7143,-2.0471
2022-01-06 17:00:00,2022-01-06 10:00:00,2022-01-06 11:00:00,2022-01-06,11,81.7384,52.4743,16.5435,-9.1095,63.6159,63.616,1.579,-2.0322
2022-01-06 18:00:00,2022-01-06 11:00:00,2022-01-06 12:00:00,2022-01-06,12,80.3641,53.1253,15.5102,-8.2827,63.2922,63.2922,1.5617,-1.8842
2022-01-06 19:00:00,2022-01-06 12:00:00,2022-01-06 13:00:00,2022-01-06,13,84.8457,56.8259,17.1536,-7.2705,65.916,65.916,1.7761,-1.8196
2022-01-06 20:00:00,2022-01-06 13:00:00,2022-01-06 14:00:00,2022-01-06,14,88.9519,57.6435,19.448,-7.2098,66.9598,66.9599,2.5441,-2.1066
2022-01-06 21:00:00,2022-01-06 14:00:00,2022-01-06 15:00:00,2022-01-06,15,90.4563,56.8474,20.599,-7.2684,66.5818,66.5819,3.2755,-2.4661
2022-01-06 22:00:00,2022-01-06 15:00:00,2022-01-06 16:00:00,2022-01-06,16,98.7185,60.6026,22.7812,-7.7765,71.533,71.533,4.4043,-3.1539
2022-01-06 23:00:00,2022-01-06 16:00:00,2022-01-06 17:00:00,2022-01-06,17,133.432,72.972,37.2948,-12.7842,89.8178,89.8179,6.3194,-4.0617
2022-01-07 00:00:00,2022-01-06 17:00:00,2022-01-06 18:00:00,2022-01-06,18,204.0169,111.2618,57.7169,-18.7654,136.2727,136.2727,10.0273,-6.2455
2022-01-07 01:00:00,2022-01-06 18:00:00,2022-01-06 19:00:00,2022-01-06,19,167.5581,87.6618,49.8241,-17.2034,109.645,109.645,8.089,-4.7798
2022-01-07 02:00:00,2022-01-06 19:00:00,2022-01-06 20:00:00,2022-01-06,20,173.6826,67.8694,68.4201,-25.8151,98.2055,98.2055,7.057,-4.521
2022-01-07 03:00:00,2022-01-06 20:00:00,2022-01-06 21:00:00,2022-01-06,21,153.0851,59.6555,59.2378,-24.2437,87.8825,87.8825,5.9648,-3.9833
2022-01-07 04:00:00,2022-01-06 21:00:00,2022-01-06 22:00:00,2022-01-06,22,152.2068,53.8415,65.6466,-24.5717,81.7293,81.7293,4.8309,-3.3161
2022-01-07 05:00:00,2022-01-06 22:00:00,2022-01-06 23:00:00,2022-01-06,23,129.88,50.8139,52.3894,-19.8119,73.5051,73.5051,3.9855,-2.8793
2022-01-07 06:00:00,2022-01-06 23:00:00,2022-01-07 00:00:00,2022-01-06,24,104.1868,43.0571,39.8888,-15.5699,61.0009,61.0009,3.2971,-2.3739
2022-01-07 07:00:00,2022-01-07 00:00:00,2022-01-07 01:00:00,2022-01-07,1,68.8596,39.6902,19.2296,-8.9799,48.3706,48.3705,1.2594,0.2996
2022-01-07 08:00:00,2022-01-07 01:00:00,2022-01-07 02:00:00,2022-01-07,2,55.8457,39.6887,9.4296,-5.7605,45.3165,45.3164,1.0996,0.1328
2022-01-07 09:00:00,2022-01-07 02:00:00,2022-01-07 03:00:00,2022-01-07,3,47.2039,39.3061,3.4008,-3.947,43.1071,43.1071,0.696,0.146
2022-01-07 10:00:00,2022-01-07 03:00:00,2022-01-07 04:00:00,2022-01-07,4,42.4246,35.1598,3.2258,-3.7716,38.7681,38.7682,0.4307,0.1632
2022-01-07 11:00:00,2022-01-07 04:00:00,2022-01-07 05:00:00,2022-01-07,5,41.2115,33.394,2.0511,-5.9205,39.0484,39.0483,0.112,0.2662
2022-01-07 12:00:00,2022-01-07 05:00:00,2022-01-07 06:00:00,2022-01-07,6,45.2083,36.059,1.085,-8.2678,44.0658,44.0658,0.0575,0.261
2022-01-07 13:00:00,2022-01-07 06:00:00,2022-01-07 07:00:00,2022-01-07,7,52.3577,43.8728,0.1804,-9.0705,52.224,52.2241,-0.0467,0.7192
2022-01-07 14:00:00,2022-01-07 07:00:00,2022-01-07 08:00:00,2022-01-07,8,53.9788,48.58,-1.72,-8.3494,56.0912,56.0911,-0.3924,0.8383
2022-01-07 15:00:00,2022-01-07 08:00:00,2022-01-07 09:00:00,2022-01-07,9,43.5537,43.9361,-3.9601,-5.1368,48.173,48.173,-0.6592,0.8999
